"Gene Name","Protein IDs","Benign_vs_Malignant_log2 fold change","Benign_vs_Malignant_p.val","Benign_vs_Malignant_p.adj","significant","Benign_vs_Malignant_significant","imputed","num_NAs","Protein.names"
"YARS","P54577",-1.18,0.00885,0.0214,TRUE,TRUE,TRUE,1,"Tyrosine--tRNA ligase, cytoplasmic;Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed"
"YBX1","P67809",-1.29,0.000287,0.00178,TRUE,TRUE,FALSE,0,"Nuclease-sensitive element-binding protein 1"
"YBX3","P16989",-2.16,0.0113,0.0261,TRUE,TRUE,TRUE,12,"Y-box-binding protein 3"
"ZMPSTE24","O75844",-1.72,0.00246,0.00826,TRUE,TRUE,TRUE,8,"CAAX prenyl protease 1 homolog"
"ZNF207","O43670",-1.56,0.00106,0.00438,TRUE,TRUE,TRUE,14,"BUB3-interacting and GLEBS motif-containing protein ZNF207"
"ZRANB2","O95218",-1.57,0.00797,0.0196,TRUE,TRUE,TRUE,13,"Zinc finger Ran-binding domain-containing protein 2"
"AARS","P49588",-0.304,0.104,0.152,FALSE,FALSE,FALSE,0,"Alanine--tRNA ligase, cytoplasmic"
"ABCD3","P28288",-0.457,0.206,0.273,FALSE,FALSE,TRUE,4,"ATP-binding cassette sub-family D member 3"
"ABCE1","P61221",-0.305,0.109,0.158,FALSE,FALSE,FALSE,0,"ATP-binding cassette sub-family E member 1"
"ABI1","Q8IZP0",-0.129,0.422,0.494,FALSE,FALSE,FALSE,0,"Abl interactor 1"
"ABI2","Q9NYB9",0.7,0.00846,0.0206,FALSE,FALSE,TRUE,10,"Abl interactor 2"
"ABI3BP","Q7Z7G0",1.48,0.0444,0.0759,FALSE,FALSE,TRUE,8,"Target of Nesh-SH3"
"ABRACL","Q9P1F3",-1.21,0.0486,0.0816,FALSE,FALSE,TRUE,3,"Costars family protein ABRACL"
"ACADM","P11310",-0.502,0.22,0.286,FALSE,FALSE,TRUE,1,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial"
"ACADS","P16219",0.139,0.78,0.823,FALSE,FALSE,TRUE,6,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial"
"ACADVL","P49748",0.0383,0.863,0.895,FALSE,FALSE,FALSE,0,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial"
"ACAT1","P24752",-0.377,0.0205,0.0417,FALSE,FALSE,FALSE,0,"Acetyl-CoA acetyltransferase, mitochondrial"
"ACAT2","Q9BWD1",-0.182,0.422,0.494,FALSE,FALSE,FALSE,0,"Acetyl-CoA acetyltransferase, cytosolic"
"ACO1","P21399",-0.0378,0.773,0.818,FALSE,FALSE,FALSE,0,"Cytoplasmic aconitate hydratase"
"ACO2","Q99798",-0.577,0.000478,0.00251,FALSE,FALSE,FALSE,0,"Aconitate hydratase, mitochondrial"
"ACOT1","Q86TX2",0.0154,0.927,0.945,FALSE,FALSE,FALSE,0,"Acyl-coenzyme A thioesterase 1;Acyl-coenzyme A thioesterase 2, mitochondrial"
"ACOT9","Q9Y305",0.0809,0.577,0.641,FALSE,FALSE,FALSE,0,"Acyl-coenzyme A thioesterase 9, mitochondrial"
"ACPP","P15309",0.217,0.579,0.642,FALSE,FALSE,FALSE,0,"Prostatic acid phosphatase;PAPf39"
"ACTA2","P62736",0.766,0.00272,0.00887,FALSE,FALSE,FALSE,0,"Actin, aortic smooth muscle"
"ACTC1","P68032",0.591,0.00481,0.0133,FALSE,FALSE,FALSE,0,"Actin, alpha cardiac muscle 1"
"ACTG1","P63261",0.194,0.176,0.238,FALSE,FALSE,FALSE,0,"Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed"
"ACTL6A","O96019",-0.569,0.135,0.189,FALSE,FALSE,TRUE,2,"Actin-like protein 6A"
"ACTN1","P12814",0.73,0.00477,0.0132,FALSE,FALSE,FALSE,0,"Alpha-actinin-1"
"ACTN4","O43707",0.466,0.00135,0.00521,FALSE,FALSE,FALSE,0,"Alpha-actinin-4"
"ACTR10","Q9NZ32",-0.181,0.533,0.599,FALSE,FALSE,TRUE,11,"Actin-related protein 10"
"ACTR1A","P61163",0.0046,0.986,0.987,FALSE,FALSE,TRUE,1,"Alpha-centractin"
"ACTR1B","P42025",0.026,0.848,0.883,FALSE,FALSE,FALSE,0,"Beta-centractin"
"ACTR2","P61160",-0.0153,0.906,0.93,FALSE,FALSE,FALSE,0,"Actin-related protein 2"
"ACTR3","P61158",-0.0571,0.633,0.689,FALSE,FALSE,FALSE,0,"Actin-related protein 3"
"ADA","P00813",0.239,0.266,0.336,FALSE,FALSE,TRUE,13,"Adenosine deaminase"
"ADAM10","O14672",0.00484,0.986,0.987,FALSE,FALSE,FALSE,0,"Disintegrin and metalloproteinase domain-containing protein 10"
"ADD1","P35611",0.573,0.00191,0.00682,FALSE,FALSE,FALSE,0,"Alpha-adducin"
"ADD3","Q9UEY8",0.257,0.453,0.523,FALSE,FALSE,TRUE,1,"Gamma-adducin"
"ADH5","P11766",0.393,0.0282,0.0534,FALSE,FALSE,FALSE,0,"Alcohol dehydrogenase class-3"
"ADI1","Q9BV57",0.511,0.335,0.408,FALSE,FALSE,TRUE,7,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase"
"ADIRF","Q15847",-1.57,0.126,0.178,FALSE,FALSE,TRUE,5,"Adipogenesis regulatory factor"
"ADK","P55263",-1.32,0.0269,0.0514,FALSE,FALSE,TRUE,2,"Adenosine kinase"
"ADSS","P30520",-0.204,0.607,0.665,FALSE,FALSE,TRUE,4,"Adenylosuccinate synthetase isozyme 2"
"AFG3L2","Q9Y4W6",-0.646,0.0978,0.144,FALSE,FALSE,TRUE,5,"AFG3-like protein 2"
"AGL","P35573",0.371,0.15,0.208,FALSE,FALSE,FALSE,0,"Glycogen debranching enzyme;4-alpha-glucanotransferase;Amylo-alpha-1,6-glucosidase"
"AGO1","Q9UL18",-0.0468,0.874,0.905,FALSE,FALSE,TRUE,1,"Protein argonaute-1"
"AGR2","O95994",-1.32,0.156,0.215,FALSE,FALSE,TRUE,2,"Anterior gradient protein 2 homolog"
"AGRN","O00468",-0.00543,0.984,0.987,FALSE,FALSE,FALSE,0,"Agrin;Agrin N-terminal 110 kDa subunit;Agrin C-terminal 110 kDa subunit;Agrin C-terminal 90 kDa fragment;Agrin C-terminal 22 kDa fragment"
"AHCY","P23526",-0.259,0.0267,0.0511,FALSE,FALSE,FALSE,0,"Adenosylhomocysteinase"
"AHCYL1","O43865",-0.361,0.0803,0.122,FALSE,FALSE,FALSE,0,"Putative adenosylhomocysteinase 2"
"AHNAK","Q09666",0.266,0.131,0.185,FALSE,FALSE,FALSE,0,"Neuroblast differentiation-associated protein AHNAK"
"AHNAK2","Q8IVF2",1.26,0.0424,0.0729,FALSE,FALSE,TRUE,5,"Protein AHNAK2"
"AHSA1","O95433",-0.58,0.00218,0.00752,FALSE,FALSE,FALSE,0,"Activator of 90 kDa heat shock protein ATPase homolog 1"
"AK1","P00568",0.915,0.000102,0.000951,FALSE,FALSE,FALSE,0,"Adenylate kinase isoenzyme 1"
"AK2","P54819",-0.994,3.42e-06,0.000182,FALSE,FALSE,FALSE,0,"Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed"
"AK3","Q9UIJ7",-0.00706,0.969,0.977,FALSE,FALSE,FALSE,0,"GTP:AMP phosphotransferase AK3, mitochondrial"
"AKAP12","Q02952",0.807,0.0103,0.0243,FALSE,FALSE,FALSE,0,"A-kinase anchor protein 12"
"AKR1A1","P14550",-0.686,0.00177,0.00644,FALSE,FALSE,FALSE,0,"Alcohol dehydrogenase [NADP(+)]"
"AKR1C1","Q04828",0.0941,0.884,0.912,FALSE,FALSE,TRUE,11,"Aldo-keto reductase family 1 member C1;Aldo-keto reductase family 1 member C2"
"AKR1C3","P42330",0.594,0.241,0.309,FALSE,FALSE,TRUE,8,"Aldo-keto reductase family 1 member C3"
"AKR7A2","O43488",0.121,0.409,0.481,FALSE,FALSE,FALSE,0,"Aflatoxin B1 aldehyde reductase member 2"
"AKT1","P31749",-0.667,0.0321,0.0586,FALSE,FALSE,TRUE,13,"RAC-alpha serine/threonine-protein kinase"
"ALDH16A1","Q8IZ83",0.0569,0.907,0.931,FALSE,FALSE,TRUE,3,"Aldehyde dehydrogenase family 16 member A1"
"ALDH1A1","P00352",0.509,0.0342,0.0612,FALSE,FALSE,FALSE,0,"Retinal dehydrogenase 1"
"ALDH1A2","O94788",1.1,0.0292,0.0546,FALSE,FALSE,TRUE,1,"Retinal dehydrogenase 2"
"ALDH1A3","P47895",-0.697,0.00812,0.0199,FALSE,FALSE,FALSE,0,"Aldehyde dehydrogenase family 1 member A3"
"ALDH1B1","P30837",0.553,0.406,0.478,FALSE,FALSE,TRUE,1,"Aldehyde dehydrogenase X, mitochondrial"
"ALDH2","P05091",0.622,0.0132,0.0294,FALSE,FALSE,FALSE,0,"Aldehyde dehydrogenase, mitochondrial"
"ALDH3A2","P51648",0.977,0.0182,0.038,FALSE,FALSE,TRUE,3,"Fatty aldehyde dehydrogenase"
"ALDH4A1","P30038",-0.359,0.316,0.387,FALSE,FALSE,FALSE,0,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial"
"ALDH7A1","P49419",-0.389,0.038,0.0665,FALSE,FALSE,FALSE,0,"Alpha-aminoadipic semialdehyde dehydrogenase"
"ALDH9A1","P49189",0.167,0.421,0.492,FALSE,FALSE,FALSE,0,"4-trimethylaminobutyraldehyde dehydrogenase"
"ALDOA","P04075",0.0597,0.648,0.702,FALSE,FALSE,FALSE,0,"Fructose-bisphosphate aldolase A"
"ALDOC","P09972",0.636,0.000697,0.00322,FALSE,FALSE,FALSE,0,"Fructose-bisphosphate aldolase C"
"ALOX15B","O15296",-0.224,0.815,0.855,FALSE,FALSE,TRUE,8,"Arachidonate 15-lipoxygenase B"
"ALYREF","Q86V81",-0.812,0.000706,0.00324,FALSE,FALSE,FALSE,0,"THO complex subunit 4"
"AMPD2","Q01433",0.348,0.327,0.4,FALSE,FALSE,TRUE,7,"AMP deaminase 2"
"ANG","P03950",0.991,0.0265,0.0509,FALSE,FALSE,TRUE,2,"Angiogenin"
"ANKFY1","Q9P2R3",-0.733,0.148,0.204,FALSE,FALSE,TRUE,12,"Rabankyrin-5"
"ANP32B","Q92688",-0.908,9.8e-05,0.00094,FALSE,FALSE,FALSE,0,"Acidic leucine-rich nuclear phosphoprotein 32 family member B"
"ANPEP","P15144",1.16,0.146,0.202,FALSE,FALSE,FALSE,0,"Aminopeptidase N"
"ANXA1","P04083",0.263,0.195,0.26,FALSE,FALSE,FALSE,0,"Annexin A1"
"ANXA11","P50995",0.201,0.289,0.359,FALSE,FALSE,FALSE,0,"Annexin A11"
"ANXA2","P07355",0.946,0.000177,0.00129,FALSE,FALSE,FALSE,0,"Annexin A2;Putative annexin A2-like protein"
"ANXA4","P09525",0.356,0.00494,0.0135,FALSE,FALSE,FALSE,0,"Annexin A4"
"ANXA5","P08758",-0.181,0.283,0.353,FALSE,FALSE,FALSE,0,"Annexin A5"
"ANXA7","P20073",0.0184,0.9,0.926,FALSE,FALSE,FALSE,0,"Annexin A7"
"AOC3","Q16853",0.961,0.00138,0.0053,FALSE,FALSE,FALSE,0,"Membrane primary amine oxidase"
"AP1B1","Q10567",-0.622,0.000758,0.00343,FALSE,FALSE,FALSE,0,"AP-1 complex subunit beta-1"
"AP1G1","O43747",-0.897,0.0337,0.0607,FALSE,FALSE,TRUE,4,"AP-1 complex subunit gamma-1"
"AP1S1","P61966",-1.07,0.1,0.147,FALSE,FALSE,TRUE,12,"AP-1 complex subunit sigma-1A"
"AP2A1","O95782",-0.324,0.297,0.368,FALSE,FALSE,TRUE,1,"AP-2 complex subunit alpha-1"
"AP2A2","O94973",-0.481,0.022,0.044,FALSE,FALSE,FALSE,0,"AP-2 complex subunit alpha-2"
"AP2B1","P63010",0.0395,0.816,0.855,FALSE,FALSE,FALSE,0,"AP-2 complex subunit beta"
"AP2M1","Q96CW1",0.298,0.462,0.531,FALSE,FALSE,TRUE,1,"AP-2 complex subunit mu"
"AP3B1","O00203",-0.707,0.0598,0.0959,FALSE,FALSE,TRUE,6,"AP-3 complex subunit beta-1"
"AP3D1","O14617",-0.296,0.105,0.154,FALSE,FALSE,FALSE,0,"AP-3 complex subunit delta-1"
"APCS","P02743",0.865,0.0508,0.0849,FALSE,FALSE,FALSE,0,"Serum amyloid P-component;Serum amyloid P-component(1-203)"
"APEH","P13798",-0.486,0.0113,0.0261,FALSE,FALSE,FALSE,0,"Acylamino-acid-releasing enzyme"
"APEX1","P27695",-0.899,1.35e-05,0.000308,FALSE,FALSE,FALSE,0,"DNA-(apurinic or apyrimidinic site) lyase;DNA-(apurinic or apyrimidinic site) lyase, mitochondrial"
"API5","Q9BZZ5",-0.835,0.000548,0.00278,FALSE,FALSE,FALSE,0,"Apoptosis inhibitor 5"
"APLP2","Q06481",-0.172,0.735,0.783,FALSE,FALSE,TRUE,4,"Amyloid-like protein 2"
"APMAP","Q9HDC9",-0.401,0.0865,0.13,FALSE,FALSE,FALSE,0,"Adipocyte plasma membrane-associated protein"
"APOA1","P02647",0.951,0.0024,0.00812,FALSE,FALSE,FALSE,0,"Apolipoprotein A-I;Proapolipoprotein A-I;Truncated apolipoprotein A-I"
"APOA1BP","Q8NCW5",-0.237,0.0699,0.109,FALSE,FALSE,FALSE,0,"NAD(P)H-hydrate epimerase"
"APOB","P04114",1.7,0.038,0.0665,FALSE,FALSE,FALSE,0,"Apolipoprotein B-100;Apolipoprotein B-48"
"APOC1","P02654",0.567,0.0807,0.123,FALSE,FALSE,FALSE,0,"Apolipoprotein C-I;Truncated apolipoprotein C-I"
"APOD","P05090",1.08,0.0739,0.114,FALSE,FALSE,TRUE,2,"Apolipoprotein D"
"APOE","P02649",0.57,0.366,0.437,FALSE,FALSE,TRUE,2,"Apolipoprotein E"
"APOH","P02749",0.939,0.000728,0.00333,FALSE,FALSE,FALSE,0,"Beta-2-glycoprotein 1"
"APPL1","Q9UKG1",0.346,0.354,0.427,FALSE,FALSE,TRUE,1,"DCC-interacting protein 13-alpha"
"APRT","P07741",-0.619,0.00845,0.0206,FALSE,FALSE,FALSE,0,"Adenine phosphoribosyltransferase"
"ARF1","P84077",-0.747,2.12e-05,0.000381,FALSE,FALSE,FALSE,0,"ADP-ribosylation factor 1;ADP-ribosylation factor 3"
"ARF4","P18085",-0.767,0.000554,0.00279,FALSE,FALSE,FALSE,0,"ADP-ribosylation factor 4"
"ARF6","P62330",-0.824,0.066,0.104,FALSE,FALSE,TRUE,1,"ADP-ribosylation factor 6"
"ARFGEF2","Q9Y6D5",-0.838,0.109,0.158,FALSE,FALSE,TRUE,9,"Brefeldin A-inhibited guanine nucleotide-exchange protein 2"
"ARG2","P78540",-1.12,0.25,0.318,FALSE,FALSE,TRUE,2,"Arginase-2, mitochondrial"
"ARHGAP1","Q07960",0.3,0.0363,0.064,FALSE,FALSE,FALSE,0,"Rho GTPase-activating protein 1"
"ARHGAP17","Q68EM7",-0.319,0.343,0.415,FALSE,FALSE,TRUE,4,"Rho GTPase-activating protein 17"
"ARHGAP6","O43182",-0.983,0.00591,0.0155,FALSE,FALSE,TRUE,12,"Rho GTPase-activating protein 6"
"ARHGDIA","P52565",-0.596,0.000368,0.00211,FALSE,FALSE,FALSE,0,"Rho GDP-dissociation inhibitor 1"
"ARHGDIB","P52566",-0.335,0.19,0.254,FALSE,FALSE,FALSE,0,"Rho GDP-dissociation inhibitor 2"
"ARIH1","Q9Y4X5",-0.478,0.0631,0.1,FALSE,FALSE,TRUE,11,"E3 ubiquitin-protein ligase ARIH1"
"ARL3","P36405",-0.0366,0.812,0.852,FALSE,FALSE,FALSE,0,"ADP-ribosylation factor-like protein 3"
"ARL6IP5","O75915",-0.1,0.52,0.587,FALSE,FALSE,FALSE,0,"PRA1 family protein 3"
"ARL8B","Q9NVJ2",-0.466,0.136,0.189,FALSE,FALSE,FALSE,0,"ADP-ribosylation factor-like protein 8B"
"ARPC1A","Q92747",-0.482,0.00125,0.00494,FALSE,FALSE,FALSE,0,"Actin-related protein 2/3 complex subunit 1A"
"ARPC1B","O15143",-0.387,0.0532,0.0876,FALSE,FALSE,FALSE,0,"Actin-related protein 2/3 complex subunit 1B"
"ARPC2","O15144",-0.0866,0.46,0.529,FALSE,FALSE,FALSE,0,"Actin-related protein 2/3 complex subunit 2"
"ARPC3","O15145",-0.0504,0.723,0.772,FALSE,FALSE,FALSE,0,"Actin-related protein 2/3 complex subunit 3"
"ARPC4","P59998",-0.358,0.0255,0.0494,FALSE,FALSE,FALSE,0,"Actin-related protein 2/3 complex subunit 4"
"ARPC5","O15511",0.45,0.369,0.44,FALSE,FALSE,TRUE,1,"Actin-related protein 2/3 complex subunit 5"
"ARPC5L","Q9BPX5",-0.306,0.597,0.658,FALSE,FALSE,TRUE,2,"Actin-related protein 2/3 complex subunit 5-like protein"
"ARRB1","P49407",0.946,0.0331,0.0597,FALSE,FALSE,TRUE,4,"Beta-arrestin-1"
"ASAH1","Q13510",-0.655,0.0165,0.035,FALSE,FALSE,FALSE,0,"Acid ceramidase;Acid ceramidase subunit alpha;Acid ceramidase subunit beta"
"ASMTL","O95671",-0.467,0.264,0.334,FALSE,FALSE,TRUE,6,"N-acetylserotonin O-methyltransferase-like protein"
"ASNA1","O43681",-0.676,0.272,0.342,FALSE,FALSE,TRUE,7,"ATPase ASNA1"
"ASS1","P00966",1.23,0.0771,0.118,FALSE,FALSE,TRUE,4,"Argininosuccinate synthase"
"ATG3","Q9NT62",-0.96,0.0277,0.0527,FALSE,FALSE,TRUE,9,"Ubiquitin-like-conjugating enzyme ATG3"
"ATG7","O95352",0.0278,0.938,0.953,FALSE,FALSE,TRUE,15,"Ubiquitin-like modifier-activating enzyme ATG7"
"ATIC","P31939",-0.0257,0.847,0.882,FALSE,FALSE,FALSE,0,"Bifunctional purine biosynthesis protein PURH;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase"
"ATL1","Q8WXF7",0.389,0.25,0.318,FALSE,FALSE,TRUE,8,"Atlastin-1"
"ATL3","Q6DD88",0.226,0.22,0.286,FALSE,FALSE,FALSE,0,"Atlastin-3"
"ATP1A1","P05023",-0.266,0.151,0.209,FALSE,FALSE,FALSE,0,"Sodium/potassium-transporting ATPase subunit alpha-1"
"ATP1B1","P05026",0.239,0.205,0.271,FALSE,FALSE,FALSE,0,"Sodium/potassium-transporting ATPase subunit beta-1"
"ATP1B3","P54709",-0.654,0.00406,0.0117,FALSE,FALSE,FALSE,0,"Sodium/potassium-transporting ATPase subunit beta-3"
"ATP2A2","P16615",0.194,0.115,0.164,FALSE,FALSE,FALSE,0,"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2"
"ATP2B4","P23634",0.906,0.00388,0.0115,FALSE,FALSE,FALSE,0,"Plasma membrane calcium-transporting ATPase 4"
"ATP5A1","P25705",-0.363,0.0223,0.0444,FALSE,FALSE,FALSE,0,"ATP synthase subunit alpha, mitochondrial"
"ATP5B","P06576",-0.267,0.111,0.159,FALSE,FALSE,FALSE,0,"ATP synthase subunit beta, mitochondrial"
"ATP5C1","P36542",0.336,0.499,0.566,FALSE,FALSE,TRUE,2,"ATP synthase subunit gamma, mitochondrial"
"ATP5D","P30049",0.528,0.569,0.635,FALSE,FALSE,TRUE,11,"ATP synthase subunit delta, mitochondrial"
"ATP5F1","P24539",-0.299,0.177,0.239,FALSE,FALSE,FALSE,0,"ATP synthase F(0) complex subunit B1, mitochondrial"
"ATP5H","O75947",-0.305,0.0247,0.0483,FALSE,FALSE,FALSE,0,"ATP synthase subunit d, mitochondrial"
"ATP5I","P56385",-1.57,0.0417,0.072,FALSE,FALSE,TRUE,11,"ATP synthase subunit e, mitochondrial"
"ATP5J","P18859",-0.282,0.13,0.183,FALSE,FALSE,FALSE,0,"ATP synthase-coupling factor 6, mitochondrial"
"ATP5O","P48047",-0.348,0.0451,0.0768,FALSE,FALSE,FALSE,0,"ATP synthase subunit O, mitochondrial"
"ATP6V0D1","P61421",-1.41,0.0299,0.0555,FALSE,FALSE,TRUE,11,"V-type proton ATPase subunit d 1"
"ATP6V1A","P38606",-0.819,0.0332,0.0599,FALSE,FALSE,FALSE,0,"V-type proton ATPase catalytic subunit A"
"ATP6V1B2","P21281",-0.566,0.00454,0.0128,FALSE,FALSE,FALSE,0,"V-type proton ATPase subunit B, brain isoform"
"ATP6V1E1","P36543",-1.52,0.0427,0.0735,FALSE,FALSE,TRUE,9,"V-type proton ATPase subunit E 1"
"ATP6V1G1","O75348",-1.18,0.103,0.151,FALSE,FALSE,TRUE,5,"V-type proton ATPase subunit G 1"
"ATP9A","O75110",-0.827,0.017,0.0359,FALSE,FALSE,TRUE,13,"Probable phospholipid-transporting ATPase IIA"
"AZU1","P20160",1.06,0.284,0.354,FALSE,FALSE,TRUE,6,"Azurocidin"
"B2M","P61769",-0.0489,0.937,0.953,FALSE,FALSE,FALSE,0,"Beta-2-microglobulin;Beta-2-microglobulin form pI 5.3"
"BAG2","O95816",0.472,0.224,0.291,FALSE,FALSE,TRUE,1,"BAG family molecular chaperone regulator 2"
"BAG5","Q9UL15",-0.761,0.0474,0.0799,FALSE,FALSE,TRUE,14,"BAG family molecular chaperone regulator 5"
"BAG6","P46379",-0.798,0.0505,0.0844,FALSE,FALSE,TRUE,3,"Large proline-rich protein BAG6"
"BAIAP2","Q9UQB8",-0.774,0.113,0.163,FALSE,FALSE,TRUE,2,"Brain-specific angiogenesis inhibitor 1-associated protein 2"
"BANF1","O75531",-0.338,0.0529,0.0873,FALSE,FALSE,FALSE,0,"Barrier-to-autointegration factor;Barrier-to-autointegration factor, N-terminally processed"
"BASP1","P80723",0.0055,0.988,0.989,FALSE,FALSE,FALSE,0,"Brain acid soluble protein 1"
"BCAM","P50895",-0.675,0.00447,0.0126,FALSE,FALSE,FALSE,0,"Basal cell adhesion molecule"
"BCAP31","P51572",0.178,0.807,0.848,FALSE,FALSE,TRUE,3,"B-cell receptor-associated protein 31"
"BET1","O15155",-0.888,0.0361,0.0638,FALSE,FALSE,TRUE,15,"BET1 homolog"
"BGN","P21810",0.72,0.0254,0.0494,FALSE,FALSE,FALSE,0,"Biglycan"
"BID","P55957",-0.658,0.142,0.197,FALSE,FALSE,TRUE,13,"BH3-interacting domain death agonist;BH3-interacting domain death agonist p15;BH3-interacting domain death agonist p13;BH3-interacting domain death agonist p11"
"BLMH","Q13867",-0.303,0.359,0.432,FALSE,FALSE,TRUE,2,"Bleomycin hydrolase"
"BLVRA","P53004",0.114,0.45,0.521,FALSE,FALSE,FALSE,0,"Biliverdin reductase A"
"BLVRB","P30043",0.137,0.511,0.579,FALSE,FALSE,FALSE,0,"Flavin reductase (NADPH)"
"BPNT1","O95861",-0.253,0.565,0.631,FALSE,FALSE,TRUE,2,"3(2),5-bisphosphate nucleotidase 1"
"BSDC1","Q9NW68",-0.525,0.0547,0.0894,FALSE,FALSE,TRUE,8,"BSD domain-containing protein 1"
"BSG","P35613",-1.33,0.0512,0.0853,FALSE,FALSE,TRUE,3,"Basigin"
"BST1","Q10588",1.14,0.0341,0.0612,FALSE,FALSE,TRUE,9,"ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2"
"BTD","P43251",-0.26,0.397,0.47,FALSE,FALSE,TRUE,12,"Biotinidase"
"BTF3","P20290",-0.207,0.211,0.277,FALSE,FALSE,FALSE,0,"Transcription factor BTF3"
"BTF3L4","Q96K17",-0.519,0.0608,0.0969,FALSE,FALSE,FALSE,0,"Transcription factor BTF3 homolog 4"
"BUB3","O43684",-0.5,0.519,0.587,FALSE,FALSE,TRUE,10,"Mitotic checkpoint protein BUB3"
"BZW1","Q7L1Q6",-0.578,0.00177,0.00644,FALSE,FALSE,FALSE,0,"Basic leucine zipper and W2 domain-containing protein 1"
"C11orf54","Q9H0W9",-0.485,0.0358,0.0634,FALSE,FALSE,FALSE,0,"Ester hydrolase C11orf54"
"C14orf142","Q9BXV9",-0.916,5.08e-05,0.000616,FALSE,FALSE,FALSE,0,"Uncharacterized protein C14orf142"
"C14orf159","Q7Z3D6",0.635,0.273,0.343,FALSE,FALSE,TRUE,9,"UPF0317 protein C14orf159, mitochondrial"
"C14orf166","Q9Y224",-0.213,0.269,0.339,FALSE,FALSE,FALSE,0,"UPF0568 protein C14orf166"
"C19orf43","Q9BQ61",-0.794,0.0436,0.0747,FALSE,FALSE,TRUE,9,"Uncharacterized protein C19orf43"
"C1orf123","Q9NWV4",0.292,0.0894,0.134,FALSE,FALSE,FALSE,0,"UPF0587 protein C1orf123"
"C1QBP","Q07021",-0.84,1.69e-05,0.000333,FALSE,FALSE,FALSE,0,"Complement component 1 Q subcomponent-binding protein, mitochondrial"
"C1QC","P02747",1.22,0.0481,0.0809,FALSE,FALSE,TRUE,5,"Complement C1q subcomponent subunit C"
"C1R","P00736",0.907,0.0339,0.0609,FALSE,FALSE,TRUE,3,"Complement C1r subcomponent;Complement C1r subcomponent heavy chain;Complement C1r subcomponent light chain"
"C1S","P09871",0.743,0.0211,0.0426,FALSE,FALSE,TRUE,3,"Complement C1s subcomponent;Complement C1s subcomponent heavy chain;Complement C1s subcomponent light chain"
"C21orf33","P30042",-0.587,0.00171,0.00631,FALSE,FALSE,FALSE,0,"ES1 protein homolog, mitochondrial"
"C4A","P0C0L4",-0.741,0.287,0.357,FALSE,FALSE,TRUE,9,"Complement C4-A;Complement C4 beta chain;Complement C4-A alpha chain;C4a anaphylatoxin;C4b-A;C4d-A;Complement C4 gamma chain"
"C4B","P0C0L5",0.314,0.435,0.505,FALSE,FALSE,FALSE,0,"Complement C4-B;Complement C4 beta chain;Complement C4-B alpha chain;C4a anaphylatoxin;C4b-B;C4d-B;Complement C4 gamma chain"
"C4BPA","P04003",0.575,0.293,0.363,FALSE,FALSE,TRUE,1,"C4b-binding protein alpha chain"
"C8A","P07357",1.19,0.0295,0.0549,FALSE,FALSE,TRUE,4,"Complement component C8 alpha chain"
"C8orf82","Q6P1X6",-0.151,0.661,0.714,FALSE,FALSE,TRUE,3,"UPF0598 protein C8orf82"
"C9","P02748",1.19,0.0768,0.118,FALSE,FALSE,TRUE,2,"Complement component C9;Complement component C9a;Complement component C9b"
"C9orf142","Q9BUH6",-1.28,0.0371,0.0652,FALSE,FALSE,TRUE,13,"Protein PAXX"
"CA2","P00918",0.812,0.0511,0.0851,FALSE,FALSE,TRUE,1,"Carbonic anhydrase 2"
"CAB39","Q9Y376",-0.395,0.0898,0.134,FALSE,FALSE,FALSE,0,"Calcium-binding protein 39"
"CAD","P27708",-0.703,0.346,0.418,FALSE,FALSE,TRUE,5,"CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase"
"CALD1","Q05682",0.746,0.0107,0.0249,FALSE,FALSE,FALSE,0,"Caldesmon"
"CALM1","P62158",0.395,0.0795,0.121,FALSE,FALSE,FALSE,0,"Calmodulin"
"CALR","P27797",-0.661,0.000165,0.00125,FALSE,FALSE,FALSE,0,"Calreticulin"
"CALU","O43852",0.0142,0.935,0.951,FALSE,FALSE,FALSE,0,"Calumenin"
"CAMK1","Q14012",-0.371,0.426,0.497,FALSE,FALSE,TRUE,9,"Calcium/calmodulin-dependent protein kinase type 1"
"CAMK2D","Q13557",0.428,0.00549,0.0147,FALSE,FALSE,FALSE,0,"Calcium/calmodulin-dependent protein kinase type II subunit delta"
"CAMKK2","Q96RR4",-0.912,0.0853,0.129,FALSE,FALSE,TRUE,15,"Calcium/calmodulin-dependent protein kinase kinase 2"
"CAND1","Q86VP6",-0.214,0.046,0.0778,FALSE,FALSE,FALSE,0,"Cullin-associated NEDD8-dissociated protein 1"
